"","T_tphe_5.0m Ave. (C)","T_tphe_3.75m Ave. (C)","T_tphe_2.5m Ave. (C)","T_iv_gas Ave. (C)","T_tw Ave. (C)","T_exhaust Ave. (C)"
"1679315684","573.641","564.341","542.751","653.593","673.355","24.372"
"1679315694","573.688","564.403","542.837","653.568","673.344","24.367"
"1679315704","573.763","564.490","542.948","653.576","673.357","24.373"
"1679315714","573.816","564.559","543.039","653.562","673.343","24.358"
"1679315724","573.895","564.653","543.159","653.567","673.331","24.369"
"1679315734","573.961","564.735","543.264","653.565","673.304","24.367"
"1679315744","574.029","564.815","543.365","653.562","673.283","24.366"
"1679315754","574.094","564.895","543.471","653.556","673.278","24.369"
"1679315764","574.164","564.977","543.580","653.555","673.279","24.377"
"1679315774","574.223","565.052","543.677","653.548","673.290","24.372"
"1679315784","574.286","565.130","543.779","653.545","673.285","24.370"
"1679315794","574.358","565.219","543.892","653.546","673.279","24.378"
"1679315804","574.425","565.297","543.993","653.545","673.260","24.382"
"1679315814","574.490","565.374","544.094","653.539","673.240","24.375"
"1679315824","574.555","565.455","544.200","653.537","673.216","24.374"
"1679315834","574.620","565.531","544.300","653.528","673.182","24.368"
"1679315844","574.686","565.612","544.407","653.528","673.169","24.366"
"1679315854","574.754","565.693","544.507","653.526","673.157","24.363"
"1679315864","574.819","565.770","544.611","653.517","673.126","24.355"
"1679315874","574.877","565.840","544.703","653.504","673.107","24.346"
"1679315884","574.942","565.919","544.805","653.502","673.110","24.338"
"1679315894","575.005","565.998","544.909","653.495","673.108","24.340"
"1679315904","575.070","566.075","545.009","653.495","673.097","24.356"
"1679315914","575.129","566.147","545.106","653.487","673.079","24.369"
"1679315924","575.194","566.230","545.209","653.484","673.049","24.377"
"1679315934","575.261","566.306","545.309","653.478","673.033","24.372"
"1679315944","575.333","566.394","545.418","653.485","673.060","24.382"
"1679315954","575.393","566.466","545.512","653.479","673.055","24.376"
"1679315964","575.462","566.547","545.617","653.479","673.038","24.373"
"1679315974","575.527","566.624","545.717","653.476","673.012","24.384"
"1679315984","575.583","566.694","545.809","653.467","672.983","24.373"
"1679315994","575.647","566.773","545.909","653.465","672.990","24.370"
"1679316004","575.703","566.844","546.004","653.453","672.964","24.355"
"1679316014","575.770","566.924","546.106","653.455","672.970","24.357"
"1679316024","575.835","567.000","546.207","653.452","672.954","24.371"
"1679316034","575.898","567.077","546.302","653.450","672.913","24.382"
"1679316044","575.952","567.145","546.393","653.435","672.897","24.384"
"1679316054","576.017","567.222","546.490","653.436","672.908","24.380"
"1679316064","576.085","567.303","546.605","653.431","672.911","24.373"
"1679316074","576.162","567.406","546.763","653.430","672.888","24.385"
"1679316084","576.224","567.486","546.880","653.423","672.874","24.389"
"1679316094","576.282","567.560","546.971","653.425","672.883","24.388"
"1679316104","576.346","567.631","547.049","653.427","672.894","24.387"
"1679316114","576.401","567.695","547.125","653.423","672.866","24.369"
"1679316124","576.453","567.759","547.200","653.415","672.846","24.368"
"1679316134","576.513","567.831","547.284","653.414","672.862","24.381"
"1679316144","576.576","567.906","547.376","653.418","672.887","24.380"
"1679316154","576.631","567.973","547.461","653.417","672.892","24.378"
"1679316164","576.686","568.038","547.545","653.410","672.874","24.374"
"1679316174","576.743","568.105","547.631","653.405","672.864","24.372"
"1679316184","576.801","568.177","547.726","653.404","672.873","24.362"
"1679316194","576.862","568.248","547.815","653.403","672.880","24.365"
"1679316204","576.919","568.317","547.906","653.401","672.863","24.366"
"1679316214","576.984","568.395","548.003","653.406","672.859","24.372"
"1679316224","577.051","568.474","548.104","653.415","672.892","24.392"
"1679316234","577.110","568.545","548.195","653.422","673.007","24.388"
"1679316244","577.168","568.611","548.283","653.426","673.016","24.373"
"1679316254","577.222","568.677","548.370","653.427","672.995","24.367"
"1679316264","577.274","568.741","548.454","653.424","672.975","24.373"
"1679316274","577.338","568.816","548.551","653.430","672.962","24.378"
"1679316284","577.399","568.890","548.645","653.434","672.936","24.384"
"1679316294","577.464","568.966","548.742","653.442","672.926","24.388"
"1679316304","577.527","569.038","548.833","653.446","672.929","24.385"
"1679316314","577.587","569.111","548.927","653.448","672.932","24.385"
"1679316324","577.643","569.179","549.016","653.445","672.908","24.387"
"1679316334","577.708","569.253","549.106","653.450","672.874","24.396"
"1679316344","577.770","569.327","549.202","653.453","672.829","24.406"
"1679316354","577.825","569.396","549.290","653.445","672.784","24.402"
"1679316364","577.880","569.459","549.371","653.433","672.746","24.399"
"1679316374","577.936","569.527","549.460","653.429","672.721","24.396"
"1679316384","577.998","569.602","549.552","653.426","672.698","24.381"
"1679316394","578.057","569.672","549.643","653.420","672.668","24.376"
"1679316404","578.107","569.733","549.724","653.408","672.619","24.366"
"1679316414","578.167","569.803","549.816","653.402","672.596","24.363"
"1679316424","578.228","569.875","549.908","653.396","672.574","24.358"
"1679316434","578.286","569.948","549.998","653.393","672.549","24.361"
"1679316444","578.342","570.011","550.082","653.385","672.510","24.352"
"1679316454","578.398","570.080","550.175","653.373","672.462","24.352"
"1679316464","578.464","570.167","550.297","653.363","672.408","24.356"
"1679316474","578.522","570.239","550.394","653.351","672.353","24.369"
"1679316484","578.576","570.305","550.477","653.342","672.309","24.368"
"1679316494","578.630","570.367","550.551","653.325","672.269","24.349"
"1679316504","578.681","570.431","550.630","653.312","672.245","24.354"
"1679316514","578.739","570.499","550.713","653.304","672.205","24.363"
"1679316524","578.794","570.565","550.794","653.287","672.160","24.367"
"1679316534","578.858","570.642","550.888","653.286","672.144","24.372"
"1679316544","578.910","570.705","550.968","653.272","672.122","24.371"
"1679316554","578.958","570.765","551.046","653.255","672.105","24.375"
"1679316564","579.024","570.842","551.141","653.257","672.113","24.374"
"1679316574","579.079","570.907","551.226","653.249","672.104","24.370"
"1679316584","579.131","570.973","551.308","653.239","672.083","24.364"
"1679316594","579.190","571.044","551.396","653.237","672.065","24.369"
"1679316604","579.248","571.114","551.482","653.230","672.056","24.379"
"1679316614","579.293","571.170","551.557","653.217","672.048","24.383"
"1679316624","579.352","571.239","551.645","653.212","672.031","24.395"
"1679316634","579.411","571.310","551.737","653.207","672.016","24.413"
"1679316644","579.458","571.371","551.815","653.193","671.988","24.414"
"1679316654","579.516","571.439","551.899","653.188","671.969","24.420"
"1679316664","579.565","571.498","551.979","653.172","671.943","24.416"
"1679316674","579.617","571.561","552.063","653.165","671.935","24.411"
"1679316684","579.674","571.629","552.147","653.161","671.931","24.403"
"1679316694","579.729","571.697","552.234","653.157","671.924","24.399"
"1679316704","579.778","571.757","552.311","653.144","671.900","24.381"
"1679316714","579.837","571.826","552.399","653.145","671.923","24.395"
"1679316724","579.884","571.881","552.469","653.138","671.988","24.388"
"1679316734","579.929","571.943","552.548","653.131","671.992","24.391"
"1679316744","579.980","572.003","552.629","653.124","671.977","24.390"
"1679316754","580.037","572.069","552.713","653.127","671.979","24.397"
"1679316764","580.098","572.141","552.803","653.133","671.993","24.397"
"1679316774","580.141","572.197","552.875","653.122","671.980","24.378"
"1679316784","580.197","572.262","552.963","653.123","671.988","24.372"
"1679316794","580.259","572.339","553.056","653.136","672.002","24.393"
"1679316804","580.313","572.402","553.140","653.134","671.993","24.401"
"1679316814","580.368","572.470","553.223","653.134","671.991","24.403"
"1679316824","580.424","572.531","553.306","653.137","671.977","24.394"
"1679316834","580.467","572.584","553.374","653.122","671.960","24.380"
"1679316844","580.529","572.658","553.464","653.132","671.978","24.401"
"1679316854","580.582","572.720","553.541","653.134","671.996","24.403"
"1679316864","580.632","572.781","553.618","653.138","671.994","24.401"
"1679316874","580.688","572.844","553.700","653.139","671.987","24.414"
"1679316884","580.736","572.904","553.778","653.134","672.008","24.402"
