"","T_tphe_5.0m Ave. (C)","T_tphe_3.75m Ave. (C)","T_tphe_2.5m Ave. (C)","T_iv_gas Ave. (C)","T_tw Ave. (C)","T_exhaust Ave. (C)"
"1679331434","581.229","576.133","559.991","646.637","647.792","53.169"
"1679331444","581.215","576.108","559.922","646.757","647.977","53.113"
"1679331454","581.211","576.094","559.868","646.894","648.180","53.163"
"1679331464","581.196","576.066","559.799","647.025","648.379","53.179"
"1679331474","581.192","576.050","559.745","647.190","648.612","53.244"
"1679331484","581.193","576.042","559.703","647.371","648.861","53.137"
"1679331494","581.193","576.031","559.659","647.546","649.100","53.071"
"1679331504","581.189","576.013","559.609","647.726","649.332","53.101"
"1679331514","581.175","575.989","559.554","647.918","649.579","53.206"
"1679331524","581.177","575.976","559.510","648.127","649.840","53.193"
"1679331534","581.179","575.963","559.466","648.340","650.108","53.127"
"1679331544","581.169","575.937","559.407","648.544","650.362","53.158"
"1679331554","581.158","575.915","559.353","648.753","650.609","53.232"
"1679331564","581.167","575.913","559.323","648.979","650.859","53.327"
"1679331574","581.164","575.892","559.272","649.208","651.085","53.275"
"1679331584","581.163","575.878","559.226","649.437","651.292","53.293"
"1679331594","581.162","575.859","559.182","649.658","651.472","53.247"
"1679331604","581.172","575.854","559.147","649.895","651.658","53.185"
"1679331614","581.166","575.832","559.098","650.117","651.812","53.188"
"1679331624","581.167","575.818","559.057","650.339","651.956","53.244"
"1679331634","581.173","575.809","559.021","650.562","652.103","53.184"
"1679331644","581.177","575.800","558.983","650.790","652.247","53.182"
"1679331654","581.177","575.786","558.938","651.012","652.362","53.183"
"1679331664","581.176","575.765","558.893","651.224","652.458","53.218"
"1679331674","581.172","575.749","558.853","651.441","652.557","53.228"
"1679331684","581.167","575.727","558.806","651.649","652.644","53.229"
"1679331694","581.167","575.714","558.765","651.853","652.702","53.163"
"1679331704","581.170","575.704","558.729","652.060","652.750","53.195"
"1679331714","581.165","575.685","558.688","652.274","652.777","53.259"
"1679331724","581.167","575.673","558.650","652.487","652.795","53.227"
"1679331734","581.170","575.664","558.618","652.690","652.821","53.244"
"1679331744","581.170","575.651","558.579","652.903","652.842","53.271"
"1679331754","581.173","575.641","558.538","653.120","652.846","53.312"
"1679331764","581.174","575.627","558.498","653.348","652.855","53.942"
"1679331774","581.173","575.617","558.457","653.586","652.858","54.684"
"1679331784","581.182","575.611","558.414","653.843","652.844","55.134"
"1679331794","581.190","575.606","558.367","654.109","652.812","55.152"
"1679331804","581.192","575.590","558.306","654.373","652.779","54.975"
"1679331814","581.177","575.564","558.226","654.646","652.726","54.810"
"1679331824","581.185","575.556","558.159","654.956","652.693","54.783"
"1679331834","581.183","575.540","558.079","655.253","652.653","54.814"
"1679331844","581.176","575.520","557.999","655.563","652.619","54.827"
"1679331854","581.177","575.503","557.918","655.896","652.583","54.834"
"1679331864","581.176","575.491","557.836","656.244","652.550","54.850"
"1679331874","581.175","575.472","557.759","656.582","652.503","54.809"
"1679331884","581.164","575.448","557.665","656.921","652.442","54.782"
"1679331894","581.156","575.424","557.578","657.265","652.385","54.823"
"1679331904","581.149","575.405","557.495","657.595","652.343","54.788"
"1679331914","581.150","575.392","557.423","657.932","652.319","54.784"
"1679331924","581.141","575.372","557.345","658.276","652.302","54.737"
"1679331934","581.129","575.345","557.261","658.615","652.296","54.735"
"1679331944","581.115","575.320","557.179","658.940","652.300","54.706"
"1679331954","581.093","575.286","557.088","659.269","652.313","54.673"
"1679331964","581.088","575.267","557.013","659.613","652.352","54.625"
"1679331974","581.082","575.253","556.949","659.948","652.409","54.614"
"1679331984","581.072","575.231","556.878","660.273","652.464","54.526"
"1679331994","581.062","575.207","556.807","660.608","652.536","54.515"
"1679332004","581.038","575.172","556.721","660.931","652.603","54.560"
"1679332014","581.023","575.151","556.653","661.253","652.689","54.707"
"1679332024","581.005","575.124","556.580","661.578","652.783","54.635"
"1679332034","580.995","575.099","556.513","661.912","652.890","54.523"
"1679332044","580.982","575.082","556.454","662.231","653.005","54.484"
"1679332054","580.964","575.055","556.383","662.543","653.123","54.523"
"1679332064","580.948","575.029","556.320","662.870","653.248","54.582"
"1679332074","580.927","575.000","556.253","663.192","653.381","54.565"
"1679332084","580.910","574.976","556.188","663.505","653.519","54.570"
"1679332094","580.894","574.949","556.125","663.829","653.668","54.600"
"1679332104","580.873","574.921","556.060","664.150","653.820","54.507"
"1679332114","580.851","574.892","555.994","664.455","653.971","54.455"
"1679332124","580.821","574.856","555.926","664.758","654.121","54.533"
"1679332134","580.802","574.826","555.863","665.076","654.292","54.595"
"1679332144","580.779","574.797","555.800","665.393","654.461","54.604"
"1679332154","580.751","574.758","555.731","665.693","654.624","54.448"
"1679332164","580.741","574.740","555.680","666.020","654.813","54.476"
"1679332174","580.716","574.708","555.613","666.326","654.990","54.487"
"1679332184","580.692","574.676","555.557","666.627","655.165","54.571"
"1679332194","580.670","574.649","555.498","666.930","655.349","54.596"
"1679332204","580.641","574.612","555.438","667.238","655.538","54.521"
"1679332214","580.621","574.582","555.381","667.550","655.733","54.410"
"1679332224","580.600","574.555","555.326","667.849","655.926","54.422"
"1679332234","580.576","574.524","555.270","668.157","656.123","54.412"
"1679332244","580.547","574.487","555.208","668.458","656.316","54.446"
"1679332254","580.526","574.458","555.155","668.754","656.511","54.453"
"1679332264","580.505","574.431","555.101","669.051","656.709","54.500"
"1679332274","580.478","574.394","555.043","669.353","656.914","54.448"
"1679332284","580.459","574.369","554.995","669.660","657.125","54.396"
"1679332294","580.441","574.341","554.948","669.957","657.332","54.365"
"1679332304","580.414","574.309","554.889","670.258","657.535","54.416"
"1679332314","580.389","574.275","554.836","670.557","657.745","54.387"
"1679332324","580.369","574.245","554.786","670.847","657.948","54.323"
"1679332334","580.345","574.216","554.736","671.135","658.149","54.357"
"1679332344","580.326","574.184","554.689","671.436","658.361","54.343"
"1679332354","580.308","574.160","554.644","671.736","658.576","54.361"
"1679332364","580.280","574.125","554.593","672.015","658.777","54.336"
"1679332374","580.251","574.087","554.540","672.305","658.984","54.366"
"1679332384","580.228","574.055","554.490","672.598","659.194","54.326"
"1679332394","580.210","574.032","554.450","672.880","659.402","54.245"
"1679332404","580.187","574.001","554.406","673.155","659.603","54.254"
"1679332414","580.172","573.977","554.383","673.433","659.803","54.236"
"1679332424","580.152","573.951","554.346","673.729","660.019","54.262"
"1679332434","580.129","573.917","554.297","674.004","660.225","54.315"
"1679332444","580.102","573.883","554.246","674.278","660.430","54.288"
"1679332454","580.084","573.859","554.200","674.569","660.651","54.266"
"1679332464","580.072","573.836","554.160","674.859","660.868","54.314"
"1679332474","580.043","573.804","554.113","675.127","661.072","54.326"
"1679332484","580.026","573.779","554.072","675.407","661.287","54.343"
"1679332494","580.007","573.750","554.030","675.699","661.510","54.326"
"1679332504","579.976","573.709","553.975","675.957","661.703","54.356"
"1679332514","579.963","573.687","553.940","676.230","661.913","54.387"
"1679332524","579.941","573.656","553.895","676.513","662.132","54.338"
"1679332534","579.919","573.626","553.853","676.774","662.333","54.362"
"1679332544","579.903","573.602","553.819","677.045","662.545","54.361"
"1679332554","579.884","573.575","553.777","677.325","662.765","54.321"
"1679332564","579.860","573.545","553.732","677.586","662.969","54.319"
"1679332574","579.847","573.521","553.697","677.848","663.172","54.279"
"1679332584","579.838","573.503","553.670","678.125","663.390","54.266"
"1679332594","579.822","573.477","553.635","678.393","663.601","54.310"
"1679332604","579.811","573.459","553.609","678.656","663.810","54.309"
"1679332614","579.791","573.432","553.570","678.907","664.005","54.283"
"1679332624","579.773","573.403","553.534","679.169","664.210","54.362"
"1679332634","579.762","573.383","553.502","679.434","664.421","54.357"
"1679332644","579.749","573.357","553.467","679.685","664.617","54.351"
"1679332654","579.730","573.332","553.431","679.940","664.819","54.369"
"1679332664","579.721","573.318","553.405","680.213","665.040","54.271"
"1679332674","579.701","573.286","553.363","680.447","665.224","54.204"
"1679332684","579.692","573.269","553.338","680.699","665.429","54.159"
"1679332694","579.671","573.239","553.298","680.943","665.624","54.212"
"1679332704","579.651","573.208","553.255","681.191","665.822","54.247"
"1679332714","579.644","573.190","553.229","681.437","666.017","54.265"
"1679332724","579.632","573.168","553.198","681.687","666.215","54.265"
"1679332734","579.624","573.152","553.170","681.938","666.417","54.256"
"1679332744","579.607","573.126","553.135","682.170","666.600","54.273"
"1679332754","579.593","573.101","553.100","682.400","666.790","54.234"
"1679332764","579.575","573.073","553.062","682.641","666.983","54.278"
"1679332774","579.567","573.053","553.034","682.885","667.177","54.339"
"1679332784","579.557","573.036","553.006","683.117","667.365","54.264"
"1679332794","579.536","573.004","552.966","683.344","667.548","54.265"
"1679332804","579.526","572.984","552.935","683.586","667.750","54.243"
"1679332814","579.513","572.961","552.905","683.814","667.933","54.114"
"1679332824","579.521","572.959","552.897","684.062","668.148","54.112"
"1679332834","579.513","572.940","552.871","684.304","668.348","54.177"
"1679332844","579.494","572.916","552.834","684.533","668.528","54.117"
"1679332854","579.491","572.903","552.815","684.763","668.719","54.146"
"1679332864","579.488","572.889","552.794","685.003","668.916","54.158"
"1679332874","579.476","572.867","552.766","685.229","669.097","54.209"
"1679332884","579.472","572.853","552.743","685.458","669.290","54.288"
"1679332894","579.468","572.839","552.721","685.688","669.475","54.302"
"1679332904","579.455","572.819","552.692","686.077","669.927","54.497"
"1679332914","579.448","572.805","552.661","686.806","670.874","55.325"
"1679332924","579.454","572.791","552.623","687.493","671.626","56.700"
"1679332934","579.468","572.765","552.567","688.103","672.188","58.429"
"1679332944","579.514","572.753","552.534","688.658","672.605","60.630"
"1679332954","579.579","572.748","552.506","689.149","672.936","62.576"
"1679332964","579.652","572.745","552.487","689.600","673.236","64.260"
"1679332974","579.729","572.736","552.461","690.030","673.515","65.596"
"1679332984","579.808","572.726","552.438","690.428","673.773","66.857"
"1679332994","579.892","572.725","552.420","690.794","674.016","67.994"
"1679333004","579.974","572.721","552.393","691.146","674.244","69.255"
"1679333014","580.049","572.708","552.363","691.471","674.454","70.387"
"1679333024","580.137","572.714","552.344","691.783","674.670","71.318"
"1679333034","580.214","572.710","552.322","692.075","674.863","72.173"
"1679333044","580.297","572.709","552.299","692.372","675.071","72.932"
"1679333054","580.378","572.709","552.280","692.648","675.265","73.693"
"1679333064","580.455","572.713","552.261","692.909","675.450","74.305"
"1679333074","580.531","572.711","552.234","693.166","675.633","75.047"
"1679333084","580.609","572.715","552.213","693.421","675.818","75.775"
"1679333094","580.683","572.721","552.193","693.657","675.997","76.256"
"1679333104","580.759","572.728","552.176","693.892","676.175","76.595"
"1679333114","580.837","572.733","552.158","694.127","676.348","77.087"
"1679333124","580.911","572.738","552.138","694.345","676.520","77.490"
"1679333134","580.977","572.739","552.112","694.562","676.687","77.860"
"1679333144","581.039","572.735","552.080","694.768","676.847","78.388"
"1679333154","581.122","572.752","552.071","694.992","677.025","78.983"
"1679333164","581.186","572.757","552.047","695.186","677.178","79.219"
"1679333174","581.251","572.764","552.028","695.390","677.339","79.583"
"1679333184","581.313","572.763","551.995","695.583","677.491","79.869"
"1679333194","581.370","572.762","551.963","695.773","677.641","80.372"
"1679333204","581.427","572.768","551.943","695.961","677.796","80.668"
"1679333214","581.497","572.782","551.922","696.164","677.964","80.896"
"1679333224","581.563","572.794","551.904","696.368","678.135","80.985"
"1679333234","581.621","572.799","551.880","696.548","678.288","81.182"
"1679333244","581.673","572.801","551.852","696.731","678.441","81.372"
"1679333254","581.733","572.809","551.827","696.927","678.616","81.577"
"1679333264","581.792","572.818","551.804","697.120","678.778","81.751"
"1679333274","581.850","572.825","551.782","697.301","678.929","81.976"
"1679333284","581.916","572.846","551.768","697.490","679.088","82.093"
"1679333294","581.966","572.846","551.739","697.664","679.234","82.271"
"1679333304","582.021","572.857","551.717","697.840","679.388","82.488"
"1679333314","582.081","572.874","551.701","698.023","679.543","82.563"
"1679333324","582.139","572.884","551.680","698.203","679.698","82.789"
"1679333334","582.191","572.893","551.660","698.377","679.849","82.833"
"1679333344","582.255","572.916","551.647","698.559","680.000","82.995"
"1679333354","582.303","572.925","551.621","698.728","680.150","83.087"
"1679333364","582.356","572.937","551.600","698.904","680.301","83.189"
"1679333374","582.415","572.956","551.588","699.071","680.446","83.412"
"1679333384","582.460","572.961","551.560","699.228","680.581","83.495"
"1679333394","582.519","572.982","551.550","699.372","680.654","83.640"
"1679333404","582.573","572.995","551.533","699.067","680.031","83.322"
"1679333414","582.624","573.017","551.535","698.950","679.915","82.594"
"1679333424","582.665","573.042","551.538","698.964","679.962","81.868"
"1679333434","582.690","573.063","551.536","698.963","679.951","80.870"
"1679333444","582.706","573.079","551.531","698.460","679.271","79.484"
"1679333454","582.713","573.098","551.550","698.103","678.982","77.496"
"1679333464","582.715","573.118","551.567","697.936","678.898","75.749"
"1679333474","582.688","573.131","551.568","697.874","678.878","73.951"
"1679333484","582.647","573.143","551.568","697.874","678.848","72.279"
"1679333494","582.598","573.160","551.568","697.899","678.893","70.632"
"1679333504","582.525","573.164","551.549","697.932","678.959","69.127"
"1679333514","582.464","573.174","551.537","697.989","679.049","67.905"
"1679333524","582.401","573.186","551.522","698.068","679.162","66.816"
"1679333534","582.331","573.189","551.500","698.154","679.276","65.678"
"1679333544","582.266","573.197","551.485","698.259","679.406","64.649"
"1679333554","582.212","573.208","551.476","698.374","679.534","63.826"
"1679333564","582.142","573.207","551.451","698.488","679.661","63.180"
"1679333574","582.085","573.215","551.438","698.631","679.810","62.661"
"1679333584","582.031","573.223","551.429","698.773","679.953","62.143"
"1679333594","581.972","573.224","551.411","698.914","680.088","61.645"
"1679333604","581.918","573.228","551.398","699.072","680.238","61.278"
"1679333614","581.863","573.232","551.384","699.230","680.386","61.043"
"1679333624","581.814","573.233","551.368","699.389","680.533","60.813"
"1679333634","581.758","573.233","551.354","699.557","680.683","60.752"
"1679333644","581.710","573.234","551.341","699.727","680.839","60.570"
"1679333654","581.665","573.240","551.334","699.902","680.992","60.316"
"1679333664","581.621","573.240","551.321","700.073","681.144","60.202"
"1679333674","581.570","573.235","551.304","700.244","681.292","60.061"
"1679333684","581.526","573.235","551.295","700.427","681.450","59.869"
"1679333694","581.490","573.243","551.293","700.609","681.605","59.805"
"1679333704","581.436","573.229","551.270","700.778","681.745","59.746"
"1679333714","581.399","573.231","551.263","700.968","681.908","59.558"
"1679333724","581.375","573.245","551.267","701.163","682.073","59.349"
"1679333734","581.343","573.245","551.263","701.349","682.230","59.226"
"1679333744","581.299","573.242","551.250","701.533","682.385","59.127"
"1679333754","581.263","573.240","551.250","701.715","682.536","58.966"
"1679333764","581.243","573.251","551.255","701.910","682.698","58.733"
"1679333774","581.208","573.251","551.248","702.097","682.858","58.568"
"1679333784","581.171","573.242","551.236","702.280","683.006","58.545"
"1679333794","581.142","573.245","551.232","702.461","683.155","58.558"
"1679333804","581.115","573.246","551.228","702.641","683.307","58.515"
"1679333814","581.084","573.243","551.224","702.830","683.458","58.401"
"1679333824","581.055","573.241","551.221","703.018","683.609","58.201"
"1679333834","581.024","573.236","551.212","703.195","683.753","58.174"
"1679333844","581.012","573.251","551.227","703.398","683.920","58.237"
"1679333854","580.985","573.246","551.220","703.580","684.067","58.151"
"1679333864","580.965","573.247","551.223","703.767","684.220","58.024"
"1679333874","580.938","573.243","551.220","703.938","684.360","58.072"
"1679333884","580.914","573.241","551.215","704.123","684.507","58.037"
"1679333894","580.899","573.247","551.223","704.317","684.670","58.042"
"1679333904","580.877","573.246","551.219","704.491","684.870","58.022"
"1679333914","580.864","573.246","551.224","704.749","687.254","57.987"
"1679333924","580.866","573.254","551.229","705.263","693.258","58.065"
"1679333934","580.869","573.251","551.228","706.013","699.799","58.115"
"1679333944","580.894","573.260","551.237","706.972","706.036","58.100"
"1679333954","580.949","573.284","551.257","708.155","712.082","58.105"
"1679333964","581.008","573.297","551.268","709.474","717.729","58.227"
"1679333974","581.082","573.315","551.287","710.878","722.832","58.227"
"1679333984","581.178","573.338","551.309","712.426","727.785","58.330"
"1679333994","581.295","573.371","551.335","714.060","732.449","58.370"
"1679334004","581.424","573.408","551.366","715.701","736.674","58.306"
"1679334014","581.572","573.455","551.404","717.378","740.589","58.236"
"1679334024","581.731","573.506","551.445","719.137","744.163","58.248"
"1679334034","581.911","573.571","551.500","720.892","747.259","58.273"
"1679334044","582.097","573.640","551.561","722.576","749.875","58.266"
"1679334054","582.296","573.720","551.632","724.278","752.112","58.356"
"1679334064","582.510","573.816","551.715","725.929","753.855","58.416"
"1679334074","582.724","573.908","551.800","727.452","755.107","58.406"
"1679334084","582.936","574.008","551.883","728.888","755.961","58.502"
"1679334094","583.160","574.116","551.970","730.277","756.415","58.505"
"1679334104","583.391","574.233","552.071","731.567","756.482","58.609"
"1679334114","583.621","574.357","552.175","732.727","756.168","58.742"
"1679334124","583.849","574.485","552.277","733.863","755.225","58.553"
"1679334134","584.080","574.621","552.385","734.787","754.141","57.962"
"1679334144","584.307","574.754","552.491","735.549","752.884","57.577"
"1679334154","584.541","574.894","552.599","736.207","751.385","57.221"
"1679334164","584.787","575.047","552.722","736.782","749.607","56.979"
"1679334174","585.031","575.207","552.850","737.252","747.616","56.766"
"1679334184","585.256","575.351","552.969","737.602","745.557","56.562"
"1679334194","585.487","575.513","553.099","737.881","743.353","56.503"
"1679334204","585.715","575.672","553.227","738.079","741.186","56.483"
"1679334214","585.927","575.829","553.351","738.203","739.210","56.445"
"1679334224","586.149","576.000","553.494","738.289","737.394","56.456"
"1679334234","586.359","576.165","553.628","738.323","735.632","56.400"
"1679334244","586.568","576.337","553.768","738.325","734.012","56.340"
"1679334254","586.758","576.496","553.899","738.299","732.568","56.281"
"1679334264","586.954","576.664","554.034","738.247","731.186","56.206"
"1679334274","587.150","576.835","554.174","738.187","729.920","56.177"
"1679334284","587.336","577.001","554.312","738.115","728.925","56.159"
"1679334294","587.510","577.155","554.439","738.106","729.805","56.165"
"1679334304","587.712","577.332","554.586","738.299","732.627","56.158"
"1679334314","587.907","577.502","554.728","738.653","735.718","56.220"
"1679334324","588.108","577.673","554.870","739.134","738.546","56.243"
"1679334334","588.309","577.836","555.003","739.713","741.209","56.197"
"1679334344","588.521","578.006","555.142","740.370","743.611","56.184"
"1679334354","588.741","578.178","555.286","741.064","745.723","56.174"
"1679334364","588.971","578.355","555.432","741.795","747.573","56.257"
"1679334374","589.215","578.539","555.588","742.569","749.232","56.315"
"1679334384","589.462","578.727","555.746","743.349","750.661","56.187"
"1679334394","589.704","578.912","555.902","744.099","751.839","56.063"
"1679334404","589.957","579.103","556.065","744.844","752.810","56.079"
"1679334414","590.234","579.313","556.246","745.620","753.620","56.211"
"1679334424","590.477","579.495","556.402","746.300","754.152","56.202"
"1679334434","590.735","579.694","556.573","746.963","754.520","56.205"
"1679334444","591.006","579.906","556.755","747.612","754.730","56.209"
"1679334454","591.268","580.111","556.930","748.211","754.712","56.262"
"1679334464","591.517","580.311","557.101","748.746","754.505","56.223"
"1679334474","591.762","580.505","557.262","749.227","754.090","56.271"
"1679334484","592.038","580.733","557.458","749.707","753.489","56.286"
"1679334494","592.287","580.936","557.632","750.091","752.783","56.224"
"1679334504","592.532","581.148","557.809","750.431","751.964","56.164"
"1679334514","592.789","581.368","557.998","750.732","751.034","56.230"
"1679334524","593.042","581.591","558.193","750.994","750.037","56.309"
"1679334534","593.273","581.805","558.373","751.556","749.373","55.679"
"1679334544","593.514","582.029","558.542","752.178","748.676","55.121"
"1679334554","593.789","582.250","558.700","752.586","747.734","56.131"
"1679334564","594.096","582.464","558.867","752.895","746.816","57.537"
"1679334574","594.433","582.691","559.048","753.157","745.997","58.822"
"1679334584","594.782","582.915","559.231","753.370","745.287","60.041"
"1679334594","595.143","583.153","559.430","753.557","744.741","61.219"
"1679334604","595.515","583.395","559.635","753.715","744.368","62.385"
"1679334614","595.880","583.631","559.836","753.847","744.140","63.573"
"1679334624","596.239","583.870","560.044","753.974","744.082","64.734"
"1679334634","596.588","584.108","560.247","754.103","744.142","65.673"
"1679334644","596.929","584.339","560.444","754.225","744.288","66.511"
"1679334654","597.275","584.573","560.648","754.348","744.529","67.428"
"1679334664","597.613","584.804","560.845","754.509","744.840","68.531"
"1679334674","597.948","585.042","561.047","754.713","745.192","70.357"
"1679334684","598.290","585.281","561.250","754.927","745.568","71.643"
"1679334694","598.623","585.516","561.443","755.160","745.935","72.540"
"1679334704","598.945","585.739","561.618","755.414","746.291","73.259"
"1679334714","599.269","585.968","561.789","755.713","746.667","73.757"
"1679334724","599.600","586.205","561.956","756.049","747.045","74.307"
"1679334734","599.929","586.438","562.117","756.415","747.432","74.995"
"1679334744","600.242","586.666","562.269","756.767","747.796","75.451"
"1679334754","600.557","586.889","562.413","757.138","748.135","76.066"
"1679334764","600.866","587.107","562.553","757.528","748.466","76.594"
"1679334774","601.173","587.333","562.696","757.918","748.753","77.140"
"1679334784","601.492","587.566","562.853","758.323","749.040","77.486"
"1679334794","601.801","587.794","562.998","758.569","749.060","77.769"
"1679334804","602.105","588.019","563.148","758.491","748.785","77.476"
"1679334814","602.387","588.241","563.305","758.678","748.858","76.712"
"1679334824","602.659","588.472","563.472","758.928","748.917","76.039"
"1679334834","602.885","588.681","563.615","759.172","748.849","75.525"
"1679334844","603.105","588.890","563.762","759.419","748.663","75.112"
"1679334854","603.316","589.102","563.908","759.659","748.353","74.677"
"1679334864","603.532","589.324","564.062","759.899","747.907","74.338"
"1679334874","603.733","589.533","564.197","760.109","747.396","73.973"
"1679334884","603.932","589.744","564.341","760.318","746.849","73.750"
"1679334894","604.123","589.946","564.474","760.503","746.257","73.527"
"1679334904","604.313","590.154","564.616","760.685","745.692","73.404"
"1679334914","604.492","590.348","564.750","760.843","745.160","73.434"
"1679334924","604.672","590.545","564.886","760.993","744.692","72.985"
"1679334934","604.843","590.735","565.015","761.128","744.221","72.254"
"1679334944","605.017","590.931","565.148","761.263","743.795","71.887"
"1679334954","605.183","591.123","565.283","761.392","743.430","71.627"
"1679334964","605.349","591.317","565.417","761.522","743.080","71.337"
"1679334974","605.513","591.507","565.554","761.642","742.768","71.051"
"1679334984","605.675","591.698","565.690","761.763","742.471","70.782"
"1679334994","605.842","591.893","565.835","761.899","742.239","70.573"
"1679335004","606.000","592.078","565.974","762.021","742.019","70.654"
"1679335014","606.151","592.261","566.108","762.140","741.820","70.489"
"1679335024","606.288","592.439","566.236","762.242","741.627","70.519"
"1679335034","606.432","592.619","566.369","762.364","741.474","70.830"
"1679335044","606.567","592.783","566.492","762.480","741.335","71.254"
"1679335054","606.708","592.954","566.626","762.602","741.227","72.219"
"1679335064","606.841","593.116","566.754","762.721","741.117","72.536"
"1679335074","606.978","593.283","566.887","762.840","741.033","72.827"
"1679335084","607.108","593.445","567.018","762.958","740.959","72.723"
"1679335094","607.238","593.610","567.149","763.072","740.894","73.018"
"1679335104","607.366","593.769","567.279","763.198","740.859","73.276"
"1679335114","607.497","593.934","567.414","763.325","740.841","73.248"
"1679335124","607.633","594.102","567.555","763.462","740.836","73.559"
"1679335134","607.763","594.262","567.689","763.594","740.837","74.189"
"1679335144","607.893","594.424","567.821","763.726","740.850","74.188"
"1679335154","608.019","594.581","567.953","763.863","740.872","74.056"
"1679335164","608.138","594.731","568.078","763.993","740.895","74.462"
"1679335174","608.256","594.880","568.203","764.126","740.923","75.254"
"1679335184","608.377","595.028","568.326","764.255","740.950","76.098"
"1679335194","608.494","595.175","568.453","764.383","740.980","76.508"
"1679335204","608.606","595.318","568.573","764.516","741.022","76.414"
"1679335214","608.714","595.464","568.695","764.652","741.065","76.289"
"1679335224","608.827","595.608","568.817","764.786","741.120","76.158"
"1679335234","608.937","595.750","568.948","764.921","741.174","76.400"
"1679335244","609.045","595.885","569.069","765.056","741.233","76.594"
"1679335254","609.164","596.033","569.201","765.201","741.306","76.471"
"1679335264","609.283","596.177","569.333","765.343","741.378","76.305"
"1679335274","609.386","596.310","569.451","765.481","741.459","75.507"
"1679335284","609.491","596.443","569.567","765.634","741.568","74.600"
"1679335294","609.602","596.576","569.684","765.854","741.776","73.840"
"1679335304","609.710","596.706","569.797","766.032","741.893","73.366"
"1679335314","609.820","596.838","569.914","766.201","742.001","73.031"
"1679335324","609.934","596.966","570.029","766.363","742.111","72.742"
"1679335334","610.040","597.089","570.140","766.520","742.211","72.421"
"1679335344","610.145","597.213","570.250","766.675","742.313","72.024"
"1679335354","610.256","597.336","570.363","766.828","742.417","71.795"
"1679335364","610.376","597.467","570.485","766.991","742.528","71.968"
"1679335374","610.480","597.583","570.584","767.139","742.628","71.990"
"1679335384","610.594","597.711","570.701","767.288","742.736","71.563"
"1679335394","610.694","597.823","570.802","767.422","742.832","71.272"
"1679335404","610.813","597.956","570.920","767.580","742.951","71.185"
"1679335414","610.919","598.077","571.033","767.733","743.060","71.434"
"1679335424","611.026","598.194","571.139","767.872","743.171","65.890"
"1679335434","611.132","598.311","571.251","768.014","743.265","72.418"
"1679335444","611.239","598.431","571.361","768.146","743.365","72.797"
"1679335454","611.344","598.549","571.471","768.287","743.480","72.666"
"1679335464","611.453","598.670","571.585","768.426","743.589","72.532"
"1679335474","611.556","598.784","571.694","768.573","743.707","72.485"
"1679335484","611.665","598.907","571.810","768.718","743.818","73.207"
"1679335494","611.763","599.015","571.917","768.852","743.918","73.851"
"1679335504","611.870","599.136","572.032","768.998","744.037","73.866"
"1679335514","611.981","599.255","572.148","769.152","744.168","73.636"
"1679335524","612.073","599.360","572.248","769.306","744.323","73.907"
"1679335534","612.169","599.466","572.349","769.613","744.710","74.592"
"1679335544","612.268","599.571","572.443","769.830","744.888","75.712"
"1679335554","612.375","599.675","572.545","770.015","745.036","76.247"
"1679335564","612.500","599.797","572.657","770.214","745.200","77.003"
"1679335574","612.617","599.907","572.761","770.397","745.340","77.761"
"1679335584","612.744","600.024","572.874","770.570","745.473","78.157"
"1679335594","612.864","600.135","572.977","770.728","745.586","78.060"
"1679335604","612.979","600.240","573.083","770.875","745.691","78.671"
"1679335614","613.099","600.352","573.191","770.979","745.743","78.944"
"1679335624","613.210","600.456","573.291","771.058","745.813","79.243"
"1679335634","613.325","600.568","573.406","771.138","745.896","79.704"
"1679335644","613.440","600.681","573.531","771.201","745.970","79.927"
"1679335654","613.557","600.797","573.665","771.255","746.077","79.863"
"1679335664","613.662","600.902","573.788","771.586","746.726","80.492"
"1679335674","613.763","600.998","573.904","772.018","747.476","81.457"
"1679335684","613.894","601.099","574.022","772.248","747.715","82.678"
"1679335694","614.046","601.205","574.146","772.369","747.818","83.911"
"1679335704","614.217","601.318","574.277","772.491","747.996","85.228"
"1679335714","614.389","601.422","574.406","772.616","748.204","86.765"
"1679335724","614.570","601.528","574.534","772.667","748.269","88.236"
"1679335734","614.773","601.651","574.676","772.675","748.283","89.378"
"1679335744","614.968","601.766","574.816","772.649","748.274","90.782"
"1679335754","615.166","601.883","574.956","772.596","748.240","91.831"
"1679335764","615.361","601.996","575.097","772.501","748.157","92.200"
"1679335774","615.563","602.122","575.250","772.547","748.473","92.661"
"1679335784","615.756","602.229","575.381","772.835","748.910","93.941"
"1679335794","615.954","602.316","575.523","772.767","748.790","94.874"
"1679335804","616.174","602.436","575.672","772.698","748.741","95.882"
"1679335814","616.390","602.558","575.811","772.602","748.665","96.846"
"1679335824","616.610","602.684","575.945","772.457","748.530","97.700"
"1679335834","616.821","602.811","576.084","771.486","746.760","97.937"
"1679335844","617.034","602.960","576.264","770.620","745.744","97.233"
"1679335854","617.194","603.097","576.443","770.131","745.381","96.247"
"1679335864","617.318","603.241","576.625","769.734","745.124","95.064"
"1679335874","617.405","603.372","576.784","769.377","744.906","93.709"
"1679335884","617.470","603.496","576.936","769.059","744.713","92.750"
"1679335894","617.525","603.620","577.076","768.764","744.543","92.045"
"1679335904","617.579","603.740","577.216","768.510","744.399","91.295"
